"serialNumberInserv","system_companyName","system_model","updated","system_installDate","capacity_total_sizeTiB","capacity_total_freePct","capacity_byType_fc_sizeTiB","capacity_byType_nl_sizeTiB","capacity_byType_ssd_sizeTiB","capacity_total_dedupeRatio","virtualCapacity_byType_tdvv_vvCount","virtualCapacity_byType_tdvv_sizeTiB"
"105","Meltdown","7200","2016-09-21 23:30:54","2013-04-10","217.5","34.250179290771484","42.5","169.21875","5.78125","1.0","1","0.1171875"
"1596","Shamrock","7440c","2016-09-21 23:57:40","2015-02-20","125.6484375","29.866939544677734","","","125.6484375","1.2999999523162842","37","67.48007812499999"
"433","Grotesk","7200c","2016-09-21 19:34:59","2015-08-08","27.921875","16.738948822021484","","","27.921875","1.7999999523162842","8","14.612109375"
"3982","Nitro","7200c","2016-09-21 22:44:30","2015-08-12","27.921875","22.125070571899414","","","27.921875","1.2999999523162842","13","4.6675781249999995"
"1327","Capricorn","7450c","2016-09-21 21:44:30","2015-02-27","83.765625","10.478455543518066","","","83.765625","1.2000000476837158","11","15.7171875"
"324","Murmur II","7440c","2016-09-21 16:26:10","2015-02-06","106.5","76.00498962402344","","","106.5","2.9000000953674316","40","86.39999999999999"
"4158","The Profile","20450","2016-09-21 22:40:38","2016-06-15","558.59375","89.31678771972656","","","558.59375","","",""
"1995","Nefarius","8200","2016-09-21 23:12:13","2016-04-21","27.921875","26.636821746826172","","","27.921875","1.2000000476837158","7","18.599999999999998"
"2159","Scarlet Spider","8400","2016-09-21 17:28:55","2016-04-28","69.82421875","71.80419921875","","","69.82421875","","",""
"664","Prime","8200","2016-09-21 18:31:42","2016-05-23","59.28125","39.73049545288086","52.3125","","6.96875","1.2999999523162842","1","1.2"
"2274","Grappler","8200","2016-09-21 21:38:08","2016-02-02","69.82421875","28.925874710083008","","","69.82421875","1.2000000476837158","15","35.082421875"
"1417","Stem Cell","7400c","2016-09-21 21:34:57","2015-06-29","223.375","41.85436248779297","","","223.375","1.2999999523162842","72","109.79062499999999"
"1174","Ricochet","7200c","2016-09-21 21:59:32","2015-06-01","118.640625","47.726524353027344","34.875","","83.765625","2.799999952316284","23","34.13671875"
"1649","Adrienne Frost","7200","2016-09-21 20:58:52","2014-09-10","41.84375","67.8818130493164","34.875","","6.96875","1.100000023841858","6","2.944921875"
"1123","Hogun","8400","2016-09-21 21:52:36","2016-03-21","69.82421875","15.854544639587402","","","69.82421875","1.2999999523162842","23","51.08203125"
"1316","Mary Jane Parker","7400c","2016-09-21 21:23:48","2016-01-20","223.375","86.27238464355469","","","223.375","","",""
"866","Typhoid","7450c","2016-09-21 20:17:21","2015-04-18","55.75","52.58548355102539","","","55.75","","",""
"3560","Mary Jane Parker","7400","2016-09-21 23:21:15","2015-08-18","111.6875","57.813377380371094","","","111.6875","","",""
"3369","Triton","7450c","2016-09-21 20:34:42","2015-06-25","279.21875","59.47328186035156","","","279.21875","","",""
"2218","Klaw","8200","2016-09-21 20:12:03","2015-11-19","24.390625","43.85810470581055","","","24.390625","","",""
"2817","Gorr","7400","2016-09-21 16:40:11","2014-06-13","219.4375","60.858734130859375","93.78125","","125.65625","1.2999999523162842","3","14.399999999999999"
"2885","Styx and Stone","7400c","2016-09-21 17:19:06","2015-10-18","55.84375","16.731952667236328","","","55.84375","","",""
"1717","Destroyer","7450c","2016-09-21 19:39:57","2016-01-20","167.53125","28.76795196533203","","","167.53125","1.399999976158142","25","235.2"
"2954","Trapster","7200c","2016-09-21 19:00:35","2015-08-21","27.921875","58.6387825012207","","","27.921875","1.5","5","6.0"
"3538","Lifter","8200","2016-09-21 15:26:29","2016-01-07","55.859375","49.03146743774414","","","55.859375","2.0","4","9.6"
"1616","Brute III","7440c","2016-09-21 18:10:19","2015-11-02","680.6640625","38.686370849609375","261.71875","","418.9453125","1.7000000476837158","17","16.18359375"
"282","Gamora","8400","2016-09-21 18:42:06","2015-12-02","300.8671875","25.527122497558594","174.375","84.609375","41.8828125","1.100000023841858","5","6.515625"
"999","Kormok","7440c","2016-09-21 22:53:29","2015-04-23","569.671875","51.612770080566406","418.5","84.609375","66.5625","1.5","1","3.0"
"4495","Doctor Octopus","7200c","2016-09-21 22:10:48","2015-11-11","27.921875","25.79043197631836","","","27.921875","","",""
"1653","Super-Skrull","7200","2016-09-21 17:43:02","2015-03-11","165.703125","64.61810302734375","130.859375","","34.84375","1.7000000476837158","21","25.49296875"
"2030","Jaeger","7200c","2016-09-21 20:48:13","2015-04-14","322.578125","51.76495361328125","305.15625","","17.421875","1.5","4","6.5625"
"2565","Ariel","8200","2016-09-21 23:21:56","2016-02-29","55.859375","59.84265899658203","","","55.859375","1.2999999523162842","10","9.6"
"1036","Mark Scarlotti","7450c","2016-09-21 18:06:19","2015-07-23","195.453125","20.803022384643555","","","195.453125","1.2999999523162842","34","142.763671875"
"762","Gorilla-Man","7440c","2016-09-21 18:05:59","2015-07-16","223.4375","26.930068969726562","","","223.4375","2.4000000953674316","43","219.9515625"
"3724","Gemini","7200c","2016-09-21 23:14:25","2015-04-24","6.96875","28.89573860168457","","","6.96875","1.100000023841858","2","2.387109375"
"566","Chronos","8400","2016-09-21 15:38:38","2016-05-17","293.26171875","13.996003150939941","","","293.26171875","1.0","58","115.660546875"
"4072","Mojo","7200","2016-09-21 18:14:49","2014-08-15","41.8125","21.510650634765625","","","41.8125","","",""
"3139","Cassiopea","7200","2016-09-21 19:53:09","2013-09-25","68.0390625","53.94132614135742","57.5859375","","10.453125","1.5","1","4.1015625"
"501","Shadow Slasher","7450c","2016-09-21 20:29:05","2015-02-03","488.6328125","22.266368865966797","","","488.6328125","1.5","281","517.278515625"
"1682","Katherine "Kitty" Pryde","20850","2016-09-21 19:26:33","2015-12-18","1340.625","46.300846099853516","","","1340.625","","",""
"1587","Overrider","7200c","2016-09-21 16:25:27","2015-07-11","63.08984375","14.940251350402832","","28.1875","34.90234375","1.2000000476837158","6","14.596874999999999"
"3108","Hellrazor","7200c","2016-09-21 15:58:32","2015-01-19","94.1953125","20.35746955871582","52.3125","","41.8828125","1.2000000476837158","5","32.34375"
"2586","Dweller-in-Darkness","8200","2016-09-21 21:14:27","2016-04-12","13.9375","29.190021514892578","","","13.9375","1.600000023841858","3","3.5159179687499997"
"4399","Black Death","7450","2016-09-21 20:17:06","2015-06-18","27.921875","1.3989927768707275","","","27.921875","","",""
"1677","Scrambler","7400","2016-09-21 23:55:37","2014-02-06","269.765625","28.470170974731445","230.25","","39.515625","1.0","37","6.240234375"
"992","Pixie","7200c","2016-09-21 23:12:42","2015-11-05","34.90234375","19.7537784576416","","","34.90234375","1.2000000476837158","2","19.2"
"758","Orchid","8200","2016-09-21 16:47:10","2015-12-07","111.71875","49.10664367675781","","","111.71875","1.600000023841858","29","63.723046874999994"
"4161","Mindworm","8200","2016-09-21 18:51:22","2016-04-07","34.90234375","78.7185287475586","","","34.90234375","","",""
"4378","Stonewall","7440c","2016-09-21 22:18:43","2015-07-06","111.6875","76.1156997680664","","","111.6875","","",""
"3494","Cannonball I","7200c","2016-09-21 23:05:09","2015-08-18","41.8828125","20.05689239501953","","","41.8828125","1.2000000476837158","35","25.6265625"
"4356","Blackwing","8450","2016-09-21 22:10:13","2016-08-11","293.1796875","88.99059295654297","","","293.1796875","4.199999809265137","42","806.4"
"682","Albion","7400","2016-09-21 22:39:39","2014-02-26","396.125","34.46473693847656","326.3203125","","69.8046875","","",""
"152","Mantra","20800","2016-09-12 08:07:10","2016-04-25","1675.78125","38.98671340942383","","","1675.78125","","",""
"2553","Ahura","7400","2016-09-21 20:00:10","2015-07-01","173.8984375","70.55348205566406","159.9609375","","13.9375","3.299999952316284","1","4.8"
"3204","Galactus","8200","2016-09-21 21:12:28","2016-06-13","140.4921875","77.74703979492188","","84.6328125","55.859375","3.0","30","12.767578125"
"4094","Firearm","7200","2016-09-21 17:47:26","2015-01-08","34.84375","22.17488670349121","","","34.84375","","",""
"2993","Ezekiel Sims","7400","2016-09-21 19:06:42","2014-07-10","87.6640625","72.61162567138672","38.390625","42.3046875","6.96875","","1","0.00234375"
"2569","Mesmero","8200","2016-09-21 23:29:00","2016-03-17","47.9453125","57.02704620361328","39.234375","","8.7109375","1.5","1","1.2"
"2644","Speed","7400c","2016-09-21 19:24:44","2015-03-21","83.765625","14.344339370727539","","","83.765625","1.600000023841858","45","110.471484375"
"4160","Corruptor","8200","2016-09-21 17:47:38","2016-05-19","14.4921875","78.47708892822266","","","14.4921875","","",""
"2026","Sluggo","7440c","2016-09-21 21:20:10","2015-01-28","251.296875","28.06534767150879","","","251.296875","4.099999904632568","24","268.80234375"
"3213","Reject","8440","2016-09-21 22:35:41","2015-12-26","223.4375","30.802446365356445","","","223.4375","","",""
"2508","Doctor Demonicus","7200","2016-09-21 19:12:50","2015-10-02","55.859375","73.2272720336914","","","55.859375","1.5","7","11.73046875"
"1563","Spirit of '76","7400","2016-09-21 19:46:12","2014-06-12","204.5625","25.82015609741211","106.640625","84.609375","13.3125","3.4000000953674316","2","1.5234375"
"4076","Triathlon","8450","2016-09-21 17:40:37","2016-03-16","20.90625","16.86285400390625","","","20.90625","","",""
"1676","Icarus","7450c","2016-09-21 20:22:50","2015-04-19","27.875","27.900785446166992","","","27.875","1.600000023841858","7","26.4"
"2546","Dr. Lemuel Dorcas","7450","2016-09-21 22:26:03","2014-10-06","83.765625","23.647640228271484","","","83.765625","","",""
"2077","Electron","8440","2016-09-21 15:57:43","2015-11-12","195.5078125","5.909090995788574","","","195.5078125","","",""
"3568","Gorilla-Man","8200","2016-09-21 21:46:52","2016-08-18","27.921875","50.95831298828125","","","27.921875","1.2000000476837158","6","7.199999999999999"
"2442","Moonhunter","7200c","2016-09-21 18:46:51","2015-04-13","99.46875","44.20947265625","57.5859375","","41.8828125","1.600000023841858","2","2.4"
"3372","Kate Neville","7200c","2016-09-21 20:42:11","2016-04-14","6.96875","61.51905822753906","","","6.96875","1.399999976158142","3","2.4597656249999997"
"3822","Thirty-Three","7400","2016-09-21 18:54:20","2015-06-03","223.375","74.08016204833984","","","223.375","","",""
"1792","Multiple Man","8200","2016-09-21 16:48:26","2015-11-04","55.859375","3.4405593872070312","","","55.859375","1.2000000476837158","33","38.034375"
"3988","Primus","7450","2016-09-21 21:40:28","2015-01-29","41.8828125","41.23297882080078","","","41.8828125","","",""
"3349","Hercules","8450","2016-09-21 19:06:31","2015-12-02","335.15625","4.175991058349609","","","335.15625","","",""
"2784","Don Fortunato","8200","2016-09-21 20:55:00","2016-01-14","41.84375","49.05246353149414","34.875","","6.96875","1.0","1","2.4"
"1077","Carter Ghazikhanian","8200","2016-09-21 21:01:58","2015-11-24","97.75390625","28.749252319335938","","","97.75390625","1.2000000476837158","32","42.699609375"
"1862","Erik Josten","7440c","2016-09-21 18:53:05","2015-11-02","670.3125","85.32808685302734","","","670.3125","2.200000047683716","35","672.0"
"1779","Apocalypse","8450","2016-09-21 22:48:51","2016-08-02","167.53125","40.738670349121094","","","167.53125","1.0","2","1.21171875"
"2866","Vegas","8200","2016-09-21 20:19:13","2016-01-29","111.71875","47.501747131347656","","","111.71875","1.5","14","67.2"
"187","Gorilla-Man","8450","2016-09-21 20:34:08","2016-03-25","335.15625","44.74242401123047","","","335.15625","1.5","123","207.905859375"
"3197","Marvel Boy","7450","2016-09-21 20:06:04","2014-12-15","446.75","36.1276741027832","","","446.75","1.100000023841858","1","0.1171875"
"3395","Lasher","8200","2016-09-21 18:39:48","2015-12-17","10.453125","31.707773208618164","","","10.453125","1.600000023841858","2","4.2"
"3446","Wildside","7450","2016-09-21 21:00:08","2014-11-03","55.84375","54.39982986450195","","","55.84375","","",""
"829","Persuasion","7440c","2016-09-21 23:50:38","2015-02-26","251.296875","38.19483184814453","","","251.296875","1.100000023841858","2","38.4"
"693","Zarek","7450c","2016-09-21 22:56:37","2015-08-17","167.578125","26.268064498901367","","","167.578125","1.0","12","2.469140625"
"3780","Stryfe","8200","2016-09-21 18:49:59","2016-01-26","48.86328125","62.750823974609375","","","48.86328125","","",""
"1556","Atom Bob","7400","2016-09-21 17:10:39","2014-07-12","498.6875","13.702374458312988","261.375","","237.3125","1.2999999523162842","59","187.8046875"
"2666","Dum-Dum Dugan","8200","2016-09-21 18:40:45","2016-04-11","55.859375","17.52447509765625","","","55.859375","1.2999999523162842","9","51.6"
"3186","Thor","7400","2016-09-21 20:03:17","2015-03-26","41.8828125","2.0751726627349854","","","41.8828125","","",""
"1267","Widget","7200c","2016-09-21 17:23:35","2015-03-06","41.8828125","49.75284194946289","","","41.8828125","2.299999952316284","2","16.8"
"3761","Poltergeist","8450","2016-09-21 20:25:00","2016-01-25","167.53125","86.45075225830078","","","167.53125","2.5999999046325684","25","235.2"
"2314","Bloodstorm","7400","2016-09-21 23:18:50","2014-04-14","93.0","31.43691062927246","51.1875","","41.8125","1.100000023841858","17","24.76640625"
"2872","Lurking Unknown","7200","2016-09-21 18:38:11","2014-09-01","249.1875","21.38904571533203","209.25","","39.9375","1.100000023841858","1","3.5999999999999996"
"2980","Lady Jacqueline Falsworth Crichton","8200","2016-09-21 19:22:28","2016-05-11","34.90234375","33.4359245300293","","","34.90234375","1.5","18","16.25390625"
"2172","Hamilton Slade","8450","2016-09-21 18:14:31","2016-01-18","167.578125","9.772727966308594","","","167.578125","1.2000000476837158","9","46.8"
"2965","Herbert Edgar Wyndham","7200c","2016-09-21 21:28:08","2015-07-06","176.4375","18.565134048461914","28.6875","126.84375","20.90625","1.5","4","24.0"
"3848","Mister Hyde","7200c","2016-09-21 22:42:11","2015-05-11","41.8828125","60.040103912353516","","","41.8828125","","",""
"3803","Gregory Gideon","7200c","2016-09-21 18:33:32","2015-08-11","13.9375","9.178811073303223","","","13.9375","","",""
"269","Delilah","V800","2016-09-21 17:32:00","2015-07-23","2009.5","23.943397521972656","1116.0","","893.5","1.100000023841858","1","0.041015625"
"310","Mad Dog Rassitano","7400c","2016-09-21 16:24:53","2015-02-28","129.9921875","23.148927688598633","38.390625","84.6328125","6.96875","1.100000023841858","2","3.5999999999999996"
"2991","Dreadknight","7450c","2016-09-21 16:06:47","2015-04-06","106.5","10.50102710723877","","","106.5","","",""
"1899","Evangeline Whedon","7440c","2016-09-21 20:25:46","2016-03-01","83.765625","14.26506233215332","","","83.765625","1.399999976158142","15","56.255859375"
"1743","Daniel Rand","8200","2016-09-21 16:08:52","2016-02-15","34.90234375","21.482933044433594","","","34.90234375","1.2999999523162842","13","28.80234375"
"2874","Living Mummy","7200c","2016-09-21 23:36:16","2015-07-09","141.234375","65.27547454833984","130.78125","","10.453125","1.2000000476837158","2","4.8"
"468","Gargantus","8440","2016-09-21 19:29:19","2015-12-17","683.859375","33.15625762939453","261.5625","338.53125","83.765625","1.5","7","16.8"
"1207","Prester John","8200","2016-09-21 19:28:30","2016-05-16","84.4609375","6.666820526123047","39.2578125","42.3046875","2.8984375","1.100000023841858","1","0.5859375"
"3467","Peter Noble","8450","2016-09-21 22:24:42","2016-06-07","111.71875","21.655593872070312","","","111.71875","1.2000000476837158","6","32.146875"
"1115","White Queen","7200","2016-09-21 16:50:00","2015-01-06","132.8203125","46.52814483642578","34.875","84.6328125","13.3125","1.0","2","1.49296875"
"1907","Cat-Man","8200","2016-09-21 22:15:13","2016-04-19","224.28125","65.20917510986328","","84.6328125","139.6484375","1.399999976158142","11","74.2875"
"2545","Man-Beast","8200","2016-09-21 16:21:46","2016-06-21","20.94140625","27.82130241394043","","","20.94140625","1.5","2","8.0859375"
"1683","Walter Newell","7200c","2016-09-21 20:41:57","2015-06-01","153.48828125","33.297279357910156","104.625","","48.86328125","1.2999999523162842","76","75.234375"
"2332","Cayman","8200","2016-09-21 17:08:33","2015-10-21","27.921875","64.54253387451172","","","27.921875","1.899999976158142","6","7.171875"
"1991","Doctor Demonicus","20800","2016-09-21 16:04:20","2015-11-11","223.4375","22.438810348510742","","","223.4375","1.2999999523162842","85","130.2767578125"
"170","Namor McKenzie","7200","2016-09-21 17:00:06","2014-03-17","45.359375","22.49827766418457","38.390625","","6.96875","1.0","1","1.2"
"3202","Foolkiller","8200","2016-09-21 23:03:48","2016-06-29","5.796875","28.470348358154297","","","5.796875","","",""
